Year,State,District,Pop_2024_Est,Total_Violence,Crime_Rate,Police_Vacancy_Rate,Spousal_Violence_Percent,Sought_Help_Percent
2021,Haryana,Charkhi Dadri,1358470,108.0,7.950120355988723,0.1847177848775293,21.6,4.9
2021,Haryana,Hansi,1358470,125.0,9.201528189801762,0.1847177848775293,21.6,4.9
2021,Haryana,Total Districts ,1358470,7757.0,571.0100333463382,0.1847177848775293,21.6,4.9
2021,Himachal Pradesh,Baddi,937776,26.0,2.772517104297828,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Bilaspur,439249,18.0,4.097903467053994,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Bilaspur,3063173,18.0,0.5876259682362047,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Chamba,596942,30.0,5.025613878735287,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,CID,937776,0.0,0.0,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,GRP,937776,0.0,0.0,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Hamirpur,522983,22.0,4.20663769185614,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Hamirpur,1269927,22.0,1.7323830424898439,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Kangra,1736586,65.0,3.74297616127275,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Kinnaur,96739,1.0,1.0337092589338324,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Kullu,503588,16.0,3.1772004098588527,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Lahaul & Spiti,937776,1.0,0.10663527324222416,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Mandi,1149743,65.0,5.6534373333866785,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Shimla,936111,39.0,4.166172601326124,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Sirmaur,609333,43.0,7.056896639440175,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Solan,667368,18.0,2.697162584960622,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Una,599348,22.0,3.6706554455842015,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Cyber,937776,0.0,0.0,0.07121290994273816,8.3,5.6
2021,Himachal Pradesh,Total Districts ,937776,366.0,39.028510006654045,0.07121290994273816,8.3,5.6
2021,Jammu & Kashmir,Anantnag,1240495,25.0,2.015324527708697,0.0,26.72809498399146,
2021,Jammu & Kashmir,Awantipora,718362,10.0,1.3920558158699932,0.0,26.72809498399146,
2021,Jammu & Kashmir,Bandipora,718362,16.0,2.227289305391989,0.0,26.72809498399146,
2021,Jammu & Kashmir,Baramulla,718362,48.0,6.681867916175967,0.0,26.72809498399146,
2021,Jammu & Kashmir,Budgam,718362,34.0,4.732989773957977,0.0,26.72809498399146,
2021,Jammu & Kashmir,Crime Jammu,718362,0.0,0.0,0.0,26.72809498399146,
2021,Jammu & Kashmir,Crime Srinagar,718362,0.0,0.0,0.0,26.72809498399146,
2021,Jammu & Kashmir,Doda,471426,46.0,9.757628981006564,0.0,26.72809498399146,
