Year,prev_year,State,District,current_crime_rate,prev_crime_rate,yoy_absolute_change,yoy_percent_change,trend_direction
2024,2023,Odisha,Boudh,0.67,2.07,-1.4,-67.71,STABLE
2024,2023,Gujarat,Bhavnagar,0.94,2.35,-1.41,-60.08,STABLE
2023,2022,Rajasthan,Chittorgarh,24.26,25.67,-1.41,-5.5,STABLE
2024,2023,Telangana,Jogulamba Gadwal,0.59,2.0,-1.41,-70.49,STABLE
2024,2023,Uttar Pradesh,Balrampur,1.62,3.04,-1.42,-46.63,STABLE
2024,2023,Bihar,Bhojpur,1.53,2.96,-1.43,-48.38,STABLE
2023,2022,Chhattisgarh,Sakti,2.28,3.71,-1.43,-38.58,STABLE
2024,2023,Gujarat,Vadodara City,1.71,3.15,-1.44,-45.75,STABLE
2023,2022,Karnataka,Kalaburgi,5.1,6.55,-1.45,-22.19,STABLE
2023,2022,Odisha,Ganjam,24.47,25.92,-1.45,-5.6,STABLE
2024,2023,Rajasthan,Dudu,1.69,3.14,-1.45,-46.15,STABLE
2022,2021,Haryana,Nuh,12.88,14.35,-1.47,-10.27,STABLE
2024,2024,Himachal Pradesh,Hamirpur,1.02,2.49,-1.47,-58.97,STABLE
2022,2021,Manipur,Bishnupur,1.83,3.3,-1.47,-44.49,STABLE
2023,2022,Uttar Pradesh,Ghazipur,5.76,7.23,-1.47,-20.33,STABLE
2024,2023,Bihar,Madhepura,1.26,2.74,-1.48,-53.96,STABLE
2024,2023,Jammu & Kashmir,Jammu,6.25,7.73,-1.48,-19.14,STABLE
2022,2021,Mizoram,Lawngtlai,0.0,1.48,-1.48,-100.0,STABLE
2022,2021,Chhattisgarh,Bemetra,1.43,2.92,-1.49,-50.97,STABLE
2022,2021,Odisha,Puri,9.16,10.65,-1.49,-13.97,STABLE
2024,2023,Rajasthan,Phalodi,2.41,3.9,-1.49,-38.25,STABLE
2024,2023,West Bengal,Islampur,1.13,2.62,-1.49,-56.95,STABLE
2024,2023,Himachal Pradesh,Una,4.34,5.84,-1.5,-25.68,STABLE
2024,2023,Tripura,Kowai,0.8,2.3,-1.5,-65.28,STABLE
2023,2022,Himachal Pradesh,Chamba,2.68,4.19,-1.51,-36.01,STABLE
2024,2023,Punjab,Gurdaspur,1.02,2.53,-1.51,-59.76,STABLE
2022,2021,Tripura,Unakoti,5.05,6.56,-1.51,-23.0,STABLE
2022,2021,Mizoram,Aizawl,2.82,4.34,-1.52,-35.09,STABLE
2023,2022,Odisha,Rayagada,7.82,9.34,-1.52,-16.3,STABLE
2023,2022,West Bengal,Islampur,2.62,4.14,-1.52,-36.73,STABLE
2023,2022,Andhra Pradesh,Eluru,14.03,15.56,-1.53,-9.84,STABLE
2024,2023,Gujarat,Rajkot Rural,0.69,2.22,-1.53,-68.88,STABLE
2022,2021,Maharashtra,Akola,13.47,15.0,-1.53,-10.23,STABLE
2024,2023,Gujarat,Amreli,1.84,3.39,-1.55,-45.69,STABLE
2024,2023,Karnataka,Gadag,1.31,2.86,-1.55,-54.18,STABLE
2023,2022,Madhya Pradesh,Raisen,12.6,14.17,-1.57,-11.08,STABLE
2022,2021,Assam,Charaideo,2.87,4.45,-1.58,-35.56,STABLE
2022,2021,Kerala,Alapuzha,7.96,9.54,-1.58,-16.56,STABLE
2023,2022,Madhya Pradesh,Indore Commissionarate,40.7,42.29,-1.59,-3.76,STABLE
2023,2022,Odisha,Jagatsinghpur,8.97,10.56,-1.59,-15.04,STABLE
2022,2021,Chhattisgarh,Mahasamund,2.02,3.62,-1.6,-44.21,STABLE
2022,2021,West Bengal,Basirhat,15.02,16.63,-1.61,-9.69,STABLE
2024,2023,Gujarat,Gandhinagar,2.0,3.62,-1.62,-44.81,STABLE
2022,2021,Mizoram,Lunglei,0.0,1.62,-1.62,-100.0,STABLE
2022,2021,Odisha,Cuttack,4.01,5.63,-1.62,-28.81,STABLE
2022,2021,Odisha,Rayagada,9.34,10.96,-1.62,-14.78,STABLE
2024,2023,Assam,Dima Hasao,0.81,2.44,-1.63,-66.76,STABLE
2023,2022,Jammu & Kashmir,Samba,4.64,6.27,-1.63,-26.02,STABLE
2023,2022,Punjab,Bathinda,6.26,7.89,-1.63,-20.67,STABLE
2022,2021,Telangana,Kamareddy ,5.89,7.52,-1.63,-21.67,STABLE
2023,2022,Bihar,Sheikhpura,2.87,4.51,-1.64,-36.36,STABLE
2024,2023,Chhattisgarh,Durg,3.61,5.25,-1.64,-31.28,STABLE
2022,2021,Jammu & Kashmir,Samba,6.27,7.91,-1.64,-20.71,STABLE
2024,2023,Madhya Pradesh,Bhopal Rural,0.95,2.6,-1.65,-63.52,STABLE
2024,2023,Rajasthan,Jodhpur Rural,3.23,4.88,-1.65,-33.84,STABLE
2024,2023,Tamil Nadu,Thiruvarur,0.41,2.06,-1.65,-80.13,STABLE
2024,2023,Punjab,Fazilka,4.93,6.59,-1.66,-25.23,STABLE
2024,2023,Uttarakhand,Pauri Garhwal,2.37,4.04,-1.67,-41.34,STABLE
2022,2021,Haryana,Faridabad,28.64,30.32,-1.68,-5.54,STABLE
2023,2022,Meghalaya,Garo Hills East,0.34,2.02,-1.68,-83.13,STABLE
2022,2021,Odisha,Dhenkanal,11.66,13.34,-1.68,-12.6,STABLE
2022,2022,Himachal Pradesh,Hamirpur,1.18,2.87,-1.69,-58.86,STABLE
2022,2021,Karnataka,Chikkamagaluru,3.02,4.71,-1.69,-35.82,STABLE
2022,2021,Madhya Pradesh,Mandsaur,9.99,11.68,-1.69,-14.45,STABLE
2022,2021,Odisha,Mayurbhanj,15.98,17.67,-1.69,-9.56,STABLE
2024,2023,Karnataka,Udupi,2.07,3.77,-1.7,-45.04,STABLE
2023,2022,Andhra Pradesh,Vizianagaram,11.35,13.06,-1.71,-13.06,STABLE
2024,2023,Bihar,Banka,0.85,2.56,-1.71,-66.85,STABLE
2023,2022,Madhya Pradesh,Gwalior,32.01,33.72,-1.71,-5.07,STABLE
2024,2023,Bihar,Vaishali,1.94,3.66,-1.72,-46.96,STABLE
2023,2022,Jammu & Kashmir,Udhampur,5.33,7.05,-1.72,-24.4,STABLE
2024,2023,Nagaland,Longleng,0.0,1.72,-1.72,-100.0,STABLE
2024,2023,Madhya Pradesh,Mandla,6.51,8.24,-1.73,-21.02,STABLE
2023,2022,West Bengal,Barrackpur PC,29.53,31.27,-1.74,-5.57,STABLE
2023,2022,Madhya Pradesh,Anuppur,13.11,14.86,-1.75,-11.75,STABLE
2023,2022,Maharashtra,Nasik Rural,18.32,20.07,-1.75,-8.74,STABLE
2022,2021,Arunachal Pradesh,Kameng West,0.88,2.65,-1.77,-66.79,STABLE
2023,2022,Arunachal Pradesh,Lower Siang,0.88,2.65,-1.77,-66.79,STABLE
2022,2021,Arunachal Pradesh,Pakkessang,0.0,1.77,-1.77,-100.0,STABLE
2022,2021,Arunachal Pradesh,Siang East,0.88,2.65,-1.77,-66.79,STABLE
2023,2022,Odisha,Rourkela,7.75,9.52,-1.77,-18.6,STABLE
2023,2022,Telangana,Rachakonda Commissionerate,51.39,53.17,-1.78,-3.35,STABLE
2023,2022,Andhra Pradesh,East Godavari,10.02,11.81,-1.79,-15.15,STABLE
2024,2023,Karnataka,Chikkamagaluru,1.18,2.97,-1.79,-60.26,STABLE
2022,2021,Kerala,Palakkad,10.68,12.47,-1.79,-14.36,STABLE
2023,2022,Rajasthan,Churu,24.0,25.79,-1.79,-6.96,STABLE
2023,2023,Himachal Pradesh,Hamirpur,1.26,3.06,-1.8,-58.82,STABLE
2023,2022,Maharashtra,Jalgaon,10.9,12.7,-1.8,-14.2,STABLE
2024,2023,Uttarakhand,Pithoragarh,2.34,4.14,-1.8,-43.44,STABLE
2024,2023,Uttar Pradesh,Hathras,1.88,3.69,-1.81,-49.1,STABLE
2024,2023,Bihar,Jamui,1.73,3.56,-1.83,-51.36,STABLE
2023,2022,Delhi,New Delhi,17.15,18.98,-1.83,-9.66,STABLE
2024,2023,Madhya Pradesh,Chhindwara,5.57,7.4,-1.83,-24.76,STABLE
2024,2023,Delhi,New Delhi,15.31,17.15,-1.84,-10.71,STABLE
2023,2022,Karnataka,Mysuru District,5.27,7.11,-1.84,-25.92,STABLE
2023,2022,Madhya Pradesh,Shajapur,8.22,10.06,-1.84,-18.29,STABLE
2023,2022,Punjab,Pathankot,1.01,2.85,-1.84,-64.58,STABLE
2022,2021,Madhya Pradesh,Anuppur,14.86,16.71,-1.85,-11.09,STABLE
2022,2021,Odisha,Nuapada,5.7,7.55,-1.85,-24.51,STABLE
2024,2023,Madhya Pradesh,Dhar,7.68,9.55,-1.87,-19.56,STABLE
2023,2022,Uttar Pradesh,Hathras,3.69,5.57,-1.88,-33.78,STABLE
2024,2023,Bihar,Buxar,1.32,3.21,-1.89,-58.89,STABLE
2023,2022,Haryana,Hissar,27.31,29.22,-1.91,-6.55,STABLE
2024,2023,Jammu & Kashmir,Doda,7.21,9.12,-1.91,-20.95,STABLE
2024,2023,Telangana,Wanaparthy,0.0,1.91,-1.91,-100.0,STABLE
2023,2022,Assam,Nalbari,14.76,16.68,-1.92,-11.5,STABLE
2024,2023,Rajasthan,Sanchore,3.7,5.63,-1.93,-34.32,STABLE
2024,2023,Maharashtra,Amravati Commr,3.8,5.74,-1.94,-33.75,STABLE
2024,2023,Punjab,Sangrur,2.05,3.99,-1.94,-48.66,STABLE
2022,2021,Jammu & Kashmir,Baramulla,4.73,6.68,-1.95,-29.21,STABLE
2024,2023,Madhya Pradesh,Agar,2.47,4.42,-1.95,-44.08,STABLE
2023,2022,Maharashtra,Bhandara,3.48,5.43,-1.95,-35.95,STABLE
2024,2023,Uttar Pradesh,Barabanki,0.71,2.66,-1.95,-73.28,STABLE
2024,2023,Jharkhand,Khunti,5.56,7.52,-1.96,-26.07,STABLE
2024,2023,Ladakh,Leh,0.65,2.61,-1.96,-75.05,STABLE
2023,2022,Maharashtra,Ahmednagar,15.13,17.09,-1.96,-11.47,STABLE
2024,2023,Punjab,NRI Wing,0.48,2.44,-1.96,-80.29,STABLE
2024,2023,Bihar,Khagaria,1.36,3.34,-1.98,-59.27,STABLE
2024,2023,Punjab,Jalandhar Rural,0.87,2.85,-1.98,-69.52,STABLE
2023,2022,Uttarakhand,Chamoli,0.89,2.89,-2.0,-69.17,STABLE
2024,2023,Meghalaya,Jaintia Hills West,2.02,4.03,-2.01,-49.89,STABLE
2022,2021,Mizoram,Mamit,0.0,2.01,-2.01,-100.0,STABLE
2024,2023,Punjab,Malerkotla,0.48,2.49,-2.01,-80.76,STABLE
2023,2022,Uttarakhand,Bageshwar,3.01,5.02,-2.01,-40.02,STABLE
2024,2023,Maharashtra,Dharashiv,2.6,4.62,-2.02,-43.77,STABLE
2022,2021,Odisha,Kandhamal,15.06,17.08,-2.02,-11.83,STABLE
2023,2022,Assam,Dima Hasao,2.44,4.47,-2.03,-45.38,STABLE
2022,2021,Jharkhand,Simdega,4.79,6.82,-2.03,-29.73,STABLE
2023,2022,Rajasthan,Jhalawar,39.07,41.1,-2.03,-4.94,STABLE
2022,2021,Telangana,Jagityal,7.74,9.77,-2.03,-20.79,STABLE
2024,2023,Karnataka,Kolar,0.45,2.49,-2.04,-81.93,STABLE
2024,2023,Bihar,Sheikhpura,0.82,2.87,-2.05,-71.43,STABLE
2024,2023,Rajasthan,Gangapur City,6.32,8.37,-2.05,-24.49,STABLE
2024,2023,Telangana,Mahabubnagar,2.2,4.25,-2.05,-48.26,STABLE
2024,2023,Telangana,Nirmal,2.03,4.08,-2.05,-50.29,STABLE
2024,2023,Bihar,Gopalganj,0.54,2.61,-2.07,-79.34,STABLE
2022,2021,Mizoram,Kolasib,2.07,4.14,-2.07,-50.04,STABLE
2023,2022,Rajasthan,Banswara,14.8,16.88,-2.08,-12.34,STABLE
2023,2022,Maharashtra,Jalna,22.9,24.99,-2.09,-8.36,STABLE
2023,2022,Uttarakhand,Pauri Garhwal,4.04,6.13,-2.09,-34.09,STABLE
2023,2022,Andhra Pradesh,Kakinada,7.72,9.83,-2.11,-21.43,STABLE
2022,2021,Uttarakhand,Uttarkashi,4.48,6.59,-2.11,-31.98,STABLE
2023,2022,Punjab,Muktsar,1.35,3.47,-2.12,-61.11,STABLE
2023,2022,West Bengal,Paschim Medinipur,6.85,8.97,-2.12,-23.63,STABLE
2024,2023,Andhra Pradesh,Parvathipuram Manyam,0.47,2.6,-2.13,-81.91,STABLE
2024,2023,Maharashtra,Wardha,3.01,5.15,-2.14,-41.52,STABLE
2024,2023,Madhya Pradesh,Indore Rural,2.76,4.91,-2.15,-43.78,STABLE
2024,2023,Mizoram,Lunglei,0.0,2.15,-2.15,-100.0,STABLE
2023,2022,Odisha,Kalahandi,14.5,16.65,-2.15,-12.93,STABLE
2024,2023,West Bengal,Darjeeling,0.57,2.72,-2.15,-79.01,STABLE
2023,2022,Andhra Pradesh,Sri Potti Sriramulu Nellore,15.49,17.66,-2.17,-12.31,STABLE
2023,2023,Chhattisgarh,Raigarh,2.84,5.01,-2.17,-43.26,STABLE
2024,2023,Rajasthan,Salumbar,2.25,4.43,-2.18,-49.17,STABLE
2022,2021,Uttar Pradesh,Mahoba,3.28,5.46,-2.18,-39.93,STABLE
2024,2023,Bihar,Sitamarhi,2.18,4.37,-2.19,-50.1,STABLE
2022,2021,Bihar,Total Districts ,123.59,125.78,-2.19,-1.74,STABLE
2023,2022,Manipur,Imphal West,2.01,4.2,-2.19,-52.11,STABLE
2024,2023,Maharashtra,Solapur Commr,3.1,5.3,-2.2,-41.47,STABLE
2024,2023,Assam,Barpeta,2.82,5.03,-2.21,-43.95,STABLE
2023,2022,Gujarat,Ahmedabad City,22.77,24.98,-2.21,-8.84,STABLE
2024,2023,Gujarat,Rajkot City,1.69,3.91,-2.22,-56.76,STABLE
2022,2021,Himachal Pradesh,Total Districts ,36.79,39.03,-2.24,-5.74,STABLE
2023,2022,Uttar Pradesh,Mathura,15.19,17.44,-2.25,-12.92,STABLE
2024,2023,Punjab,Mansa,2.03,4.29,-2.26,-52.71,STABLE
2024,2023,Telangana,Kumaram Bheem Asifabad,0.56,2.84,-2.28,-80.31,STABLE
2024,2023,Telangana,Vikarabad,0.96,3.24,-2.28,-70.36,STABLE
2022,2021,Haryana,Panipat,35.92,38.23,-2.31,-6.05,STABLE
2024,2023,Punjab,SAS Nagar,8.14,10.45,-2.31,-22.14,STABLE
2024,2023,Telangana,Nagarkurnool,1.86,4.17,-2.31,-55.37,STABLE
2022,2021,Punjab,SBS Nagar,2.91,5.23,-2.32,-44.33,STABLE
2024,2023,Uttarakhand,Bageshwar,0.67,3.01,-2.34,-77.75,STABLE
2024,2023,Madhya Pradesh,Balaghat,4.14,6.49,-2.35,-36.21,STABLE
2023,2022,Jharkhand,Bokaro,3.42,5.78,-2.36,-40.79,STABLE
2024,2023,Maharashtra,Sangli,3.82,6.19,-2.37,-38.32,STABLE
2023,2022,Uttarakhand,Uttarkashi,2.11,4.48,-2.37,-52.89,STABLE
2022,2021,Arunachal Pradesh,Lohit,1.19,3.58,-2.39,-66.76,STABLE
2022,2021,Madhya Pradesh,Gwalior,33.72,36.12,-2.4,-6.64,STABLE
2023,2022,Tripura,Gomati,4.87,7.27,-2.4,-32.99,STABLE
2024,2023,Tripura,Sipahijala,1.68,4.08,-2.4,-58.79,STABLE
2022,2021,Uttar Pradesh,Lucknow Grameen,0.0,2.4,-2.4,-100.0,STABLE
2022,2021,Karnataka,Ballari,4.2,6.61,-2.41,-36.46,STABLE
2024,2023,Karnataka,Tumakuru,3.42,5.83,-2.41,-41.3,STABLE
2022,2021,Rajasthan,Barmer,19.4,21.81,-2.41,-11.04,STABLE
2023,2022,Telangana,Cyberabad Commissionerate,35.43,37.85,-2.42,-6.39,STABLE
2024,2023,Rajasthan,Jaipur Rural,2.55,4.99,-2.44,-48.87,STABLE
2024,2023,Assam,Kokrajhar,5.19,7.65,-2.46,-32.12,STABLE
2022,2021,Bihar,Madhubani,1.43,3.89,-2.46,-63.29,STABLE
2024,2023,Maharashtra,Chhatrapati Sambhajinagar Commr,6.58,9.04,-2.46,-27.23,STABLE
2022,2021,A&N Islands,North & Middle Andaman,0.0,2.47,-2.47,-100.0,STABLE
2024,2023,Assam,Nagaon,4.03,6.5,-2.47,-37.98,STABLE
2021,2021,Himachal Pradesh,Hamirpur,1.73,4.21,-2.48,-58.87,STABLE
2024,2023,Karnataka,Uttara Kannada,1.88,4.36,-2.48,-56.85,STABLE
2023,2022,Chhattisgarh,Surajpur,2.55,5.04,-2.49,-49.38,STABLE
2024,2023,Rajasthan,Bhiwadi,6.36,8.85,-2.49,-28.16,STABLE
2024,2023,Jammu & Kashmir,Kupwara,1.6,4.1,-2.5,-60.94,STABLE
2023,2022,Jammu & Kashmir,Poonch,4.04,6.54,-2.5,-38.25,STABLE
2024,2023,Karnataka,Hassan,2.35,4.85,-2.5,-51.51,STABLE
2023,2022,Rajasthan,Hanumangarh,41.65,44.15,-2.5,-5.66,STABLE
2023,2022,Madhya Pradesh,Khargone,4.92,7.43,-2.51,-33.76,STABLE
2022,2022,Chhattisgarh,Raigarh,3.3,5.82,-2.52,-43.3,STABLE
2022,2021,Gujarat,Total Districts ,96.67,99.19,-2.52,-2.54,STABLE
2022,2021,Maharashtra,Ahmednagar,17.09,19.61,-2.52,-12.84,STABLE
2024,2023,Maharashtra,Kolhapur,2.89,5.41,-2.52,-46.55,STABLE
2023,2022,Uttar Pradesh,Meerut,16.72,19.24,-2.52,-13.1,STABLE
2024,2023,Assam,Sonitpur,4.84,7.37,-2.53,-34.3,STABLE
2024,2023,Ladakh,Total Districts ,2.54,5.07,-2.53,-49.93,STABLE
2023,2022,Tripura,Dhalai,6.67,9.2,-2.53,-27.47,STABLE
2024,2023,Jammu & Kashmir,Kathua,2.82,5.36,-2.54,-47.39,STABLE
2022,2021,Ladakh,Total Districts ,3.8,6.34,-2.54,-40.07,STABLE
2024,2023,Odisha,Sundargarh,1.95,4.49,-2.54,-56.53,STABLE
2021,2021,Chhattisgarh,Raigarh,3.33,5.88,-2.55,-43.35,STABLE
2022,2021,Jharkhand,Jamshedpur,9.71,12.26,-2.55,-20.77,STABLE
2022,2021,Odisha,Balasore,10.68,13.24,-2.56,-19.36,STABLE
2022,2021,Odisha,Bolangir,7.45,10.01,-2.56,-25.56,STABLE
2023,2022,Jammu & Kashmir,Rajouri,9.88,12.45,-2.57,-20.66,STABLE
2024,2023,Madhya Pradesh,Barwani,4.71,7.28,-2.57,-35.29,STABLE
2023,2022,Odisha,Nabarangpur,7.93,10.5,-2.57,-24.45,STABLE
2023,2022,Madhya Pradesh,Seoni,11.1,13.68,-2.58,-18.87,STABLE
2022,2021,Haryana,Kaithal,14.89,17.48,-2.59,-14.83,STABLE
2022,2021,Punjab,CP Amritsar,4.57,7.19,-2.62,-36.42,STABLE
2022,2021,Karnataka,Kalaburgi City,3.59,6.22,-2.63,-42.26,STABLE
2024,2023,Madhya Pradesh,Ratlam,11.12,13.75,-2.63,-19.1,STABLE
2023,2022,Rajasthan,Kota City,24.11,26.74,-2.63,-9.84,STABLE
2024,2023,Bihar,Saran,0.7,3.34,-2.64,-79.07,STABLE
2024,2023,Rajasthan,Barmer,6.98,9.62,-2.64,-27.43,STABLE
2023,2022,Rajasthan,Rajsamand,26.46,29.1,-2.64,-9.06,STABLE
2023,2022,Arunachal Pradesh,Kameng East,4.42,7.07,-2.65,-37.46,STABLE
2023,2022,Arunachal Pradesh,Subansiri Lower,0.0,2.65,-2.65,-100.0,STABLE
2022,2021,Odisha,Bhadrak,7.97,10.62,-2.65,-24.97,STABLE
2024,2024,Chhattisgarh,Raigarh,3.5,6.17,-2.67,-43.27,STABLE
2024,2023,Jammu & Kashmir,Udhampur,2.66,5.33,-2.67,-50.07,STABLE
2024,2023,Kerala,Pathanamthitta,6.25,8.93,-2.68,-30.03,STABLE
2024,2023,Gujarat,Junagadh,1.3,3.99,-2.69,-67.45,STABLE
2024,2023,Rajasthan,Balotra,4.39,7.08,-2.69,-38.01,STABLE
2023,2022,Andhra Pradesh,Guntur,16.67,19.37,-2.7,-13.96,STABLE
2023,2022,Madhya Pradesh,Sagar,16.27,18.97,-2.7,-14.25,STABLE
2024,2023,Madhya Pradesh,Shajapur,5.52,8.22,-2.7,-32.85,STABLE
2024,2023,Maharashtra,Nasik Commr,3.78,6.5,-2.72,-41.82,STABLE
2023,2022,D&N Haveli and Daman & Diu,Daman,0.45,3.18,-2.73,-85.87,STABLE
2022,2021,Jammu & Kashmir,Jammu,6.88,9.61,-2.73,-28.37,STABLE
2023,2022,Maharashtra,Hingoli,12.48,15.21,-2.73,-17.97,STABLE
2023,2022,Chhattisgarh,Jashpur,5.11,7.86,-2.75,-35.0,STABLE
2022,2021,Madhya Pradesh,Alirajpur,4.53,7.28,-2.75,-37.74,STABLE
2024,2023,Chhattisgarh,Janjgir,4.08,6.84,-2.76,-40.36,STABLE
2024,2023,West Bengal,Jhargram,0.36,3.12,-2.76,-88.47,STABLE
2024,2023,Karnataka,Davanagere,1.65,4.42,-2.77,-62.71,STABLE
2024,2023,Andhra Pradesh,Palnadu,0.9,3.68,-2.78,-75.55,STABLE
2022,2021,Assam,Sadia,1.21,4.0,-2.79,-69.75,STABLE
2024,2023,Assam,South Salmara,2.94,5.74,-2.8,-48.75,STABLE
2022,2021,Jharkhand,Ranchi,8.0,10.8,-2.8,-25.94,STABLE
2023,2022,Uttar Pradesh,Shrawasti,3.04,5.84,-2.8,-47.92,STABLE
2024,2023,Tamil Nadu,Madurai City,0.11,2.92,-2.81,-96.23,STABLE
2023,2022,Haryana,Fatehabad,12.92,15.78,-2.86,-18.15,STABLE
2021,2021,Maharashtra,Aurangabad Rural,6.25,9.11,-2.86,-31.37,STABLE
2023,2022,Rajasthan,Jodhpur Rural,4.88,7.74,-2.86,-36.91,STABLE
2024,2023,Bihar,Nalanda,1.27,4.14,-2.87,-69.32,STABLE
2022,2021,Kerala,Kasargod,5.46,8.33,-2.87,-34.43,STABLE
2024,2023,Maharashtra,Nagpur Commr,9.42,12.29,-2.87,-23.36,STABLE
2022,2021,Odisha,Keonjhar,9.52,12.39,-2.87,-23.16,STABLE
2024,2023,Jharkhand,Garhwa,7.17,10.06,-2.89,-28.71,STABLE
2024,2023,Karnataka,Ramanagara,1.93,4.82,-2.89,-59.95,STABLE
2024,2023,Kerala,Kasargod,1.35,4.25,-2.9,-68.22,STABLE
2023,2022,Andhra Pradesh,Annamayya,5.56,8.47,-2.91,-34.36,STABLE
2024,2023,Karnataka,Belagavi City,1.46,4.37,-2.91,-66.59,STABLE
2023,2022,Delhi,South-East,42.88,45.8,-2.92,-6.38,STABLE
2023,2022,Tripura,Total Districts ,35.18,38.11,-2.93,-7.68,STABLE
2022,2021,Rajasthan,Jhunjhunu,25.63,28.57,-2.94,-10.29,STABLE
2024,2023,Mizoram,Lawngtlai,1.48,4.43,-2.95,-66.56,STABLE
2024,2023,Telangana,Jayashankar Bhupalpalli,0.68,3.63,-2.95,-81.28,STABLE
2024,2023,Kerala,Kannur Rural,1.21,4.17,-2.96,-70.99,STABLE
2024,2023,Karnataka,Kodagu,1.88,4.86,-2.98,-61.33,STABLE
2023,2022,Uttar Pradesh,Hapur,7.94,10.92,-2.98,-27.28,STABLE
2022,2021,Odisha,Jajpur,17.03,20.02,-2.99,-14.92,STABLE
2024,2023,Jammu & Kashmir,Kishtwar,3.77,6.78,-3.01,-44.43,STABLE
2022,2021,Uttar Pradesh,Ambedkar Nagar,2.9,5.91,-3.01,-50.94,STABLE
2023,2022,West Bengal,Bangaon,11.86,14.87,-3.01,-20.22,STABLE
2024,2023,Punjab,CP Amritsar,4.4,7.42,-3.02,-40.74,STABLE
2023,2022,Madhya Pradesh,Damoh,11.14,14.17,-3.03,-21.38,STABLE
2024,2023,Punjab,Ropar,1.13,4.16,-3.03,-72.82,STABLE
2023,2022,West Bengal,Coochbehar,11.83,14.87,-3.04,-20.42,STABLE
2023,2022,Rajasthan,Alwar,21.61,24.68,-3.07,-12.46,STABLE
2024,2023,Assam,Morigaon,9.35,12.44,-3.09,-24.86,STABLE
2022,2021,Punjab,Faridkot,2.82,5.91,-3.09,-52.32,STABLE
2024,2023,Himachal Pradesh,Kinnaur,6.2,9.3,-3.1,-33.36,STABLE
2024,2023,Maharashtra,Satara,3.27,6.37,-3.1,-48.66,STABLE
2023,2022,Delhi,Outer,38.72,41.84,-3.12,-7.45,STABLE
2023,2022,Jharkhand,Giridih,3.09,6.22,-3.13,-50.34,STABLE
2024,2023,Karnataka,Shimoga,1.98,5.11,-3.13,-61.25,STABLE
2024,2023,Uttar Pradesh,Lalitpur,1.57,4.7,-3.13,-66.58,STABLE
2024,2023,Uttar Pradesh,Ballia,2.34,5.48,-3.14,-57.26,STABLE
2022,2021,Punjab,NRI Wing,2.79,5.94,-3.15,-53.03,STABLE
2024,2023,Gujarat,Surat City,2.43,5.59,-3.16,-56.54,STABLE
2024,2023,Madhya Pradesh,Vidisha,7.45,10.61,-3.16,-29.78,STABLE
2024,2023,Odisha,Rourkela,4.58,7.75,-3.17,-40.91,STABLE
2024,2023,Uttar Pradesh,Chandoli,1.65,4.83,-3.18,-65.82,STABLE
2023,2022,Jharkhand,Pakur,5.31,8.5,-3.19,-37.52,STABLE
2023,2022,Kerala,Idukki,7.92,11.13,-3.21,-28.87,STABLE
2023,2022,Jammu & Kashmir,Ganderbal,6.43,9.65,-3.22,-33.35,STABLE
2023,2022,Odisha,Baragarh,6.22,9.46,-3.24,-34.25,STABLE
2022,2021,Madhya Pradesh,Vidisha,10.43,13.71,-3.28,-23.92,STABLE
2024,2023,Assam,Dhemaji,3.55,6.84,-3.29,-48.13,STABLE
2024,2023,Madhya Pradesh,Chhatarpur,7.85,11.15,-3.3,-29.6,STABLE
2024,2023,Maharashtra,Navi Mumbai,5.68,9.01,-3.33,-36.98,STABLE
2023,2022,Tamil Nadu,Total Districts ,50.61,53.94,-3.33,-6.17,STABLE
2023,2022,Assam,Jorhat,7.09,10.43,-3.34,-32.02,STABLE
2022,2021,Telangana,Hyderabad Commissionerate,47.65,51.0,-3.35,-6.57,STABLE
2024,2023,Madhya Pradesh,Narsinghpur,5.77,9.13,-3.36,-36.8,STABLE
2022,2021,Meghalaya,Jaintia Hills East,1.68,5.04,-3.36,-66.66,STABLE
2024,2023,Meghalaya,Khasi Hills West,0.67,4.03,-3.36,-83.38,STABLE
2024,2023,Bihar,Patna,3.32,6.69,-3.37,-50.35,STABLE
2023,2022,Madhya Pradesh,Balaghat,6.49,9.86,-3.37,-34.19,STABLE
2024,2023,Jammu & Kashmir,Rajouri,6.5,9.88,-3.38,-34.22,STABLE
2022,2021,West Bengal,Barrackpur PC,31.27,34.66,-3.39,-9.79,STABLE
2022,2021,Jharkhand,Sahebganj,4.85,8.25,-3.4,-41.22,STABLE
2023,2022,Assam,Bongaigaon,9.77,13.18,-3.41,-25.89,STABLE
2022,2021,Haryana,Panchkula,26.49,29.9,-3.41,-11.4,STABLE
2023,2022,Madhya Pradesh,Ashok Nagar,6.07,9.48,-3.41,-35.99,STABLE
2024,2023,Madhya Pradesh,Ujjain,8.45,11.86,-3.41,-28.76,STABLE
2024,2023,Odisha,Cuttack,2.29,5.7,-3.41,-59.82,STABLE
2024,2023,Karnataka,Kalaburgi,1.68,5.1,-3.42,-67.04,STABLE
2023,2022,Maharashtra,Total Districts ,420.08,423.53,-3.45,-0.82,STABLE
2024,2023,Tripura,Dhalai,3.22,6.67,-3.45,-51.7,STABLE
2023,2022,Rajasthan,Jodhpur East,9.54,13.0,-3.46,-26.6,STABLE
2023,2022,Arunachal Pradesh,Tawang,0.0,3.48,-3.48,-100.0,STABLE
2023,2022,Uttar Pradesh,Bijnor,10.15,13.65,-3.5,-25.63,STABLE
